section,epoch,elapsed_minutes,estimated_remaining_minutes,best_epoch,best_f1,val_threshold,val_precision,val_recall,val_f1,val_unit_accuracy,val_positive_unit_accuracy,val_unit_mae,val_false_positive_rate,val_predicted_positive_rows,val_actual_positive_rows
review,1,0.05220951636632284,5.168742120265961,1,0.6422018348623854,0.65,0.6862745098039216,0.603448275862069,0.6422018348623854,0.8619402985074627,0.6,0.1455223880597015,0.0761904761904762,51.0,58.0
review,2,0.07786985238393147,3.8156227668126426,1,0.6422018348623854,0.65,0.875,0.3620689655172414,0.5121951219512195,0.8656716417910447,0.28888888888888886,0.1417910447761194,0.014285714285714285,24.0,58.0
review,3,0.10266923109690348,3.319638472133213,1,0.6422018348623854,0.35,0.8928571428571429,0.43103448275862066,0.5813953488372092,0.8731343283582089,0.3333333333333333,0.1417910447761194,0.014285714285714285,28.0,58.0
review,4,0.1276553193728129,3.0637276649475096,1,0.6422018348623854,0.01,0.9333333333333333,0.4827586206896552,0.6363636363636364,0.8880597014925373,0.4,0.12313432835820895,0.009523809523809525,30.0,58.0
review,5,0.15482600132624308,2.941694025198619,1,0.6422018348623854,0.35,0.96,0.41379310344827586,0.5783132530120482,0.8768656716417911,0.3111111111111111,0.12686567164179105,0.004761904761904762,25.0,58.0
review,6,0.18031046390533448,2.8248639345169066,1,0.6422018348623854,0.35,0.96,0.41379310344827586,0.5783132530120482,0.8731343283582089,0.28888888888888886,0.13059701492537312,0.004761904761904762,25.0,58.0
review,7,0.20662811994552613,2.745202164990561,1,0.6422018348623854,0.2,0.9615384615384616,0.43103448275862066,0.5952380952380952,0.8768656716417911,0.3111111111111111,0.12686567164179105,0.004761904761904762,26.0,58.0
review,8,0.23482251564661663,2.700458929936091,1,0.6422018348623854,0.01,0.9642857142857143,0.46551724137931033,0.627906976744186,0.8843283582089553,0.35555555555555557,0.11940298507462686,0.004761904761904762,28.0,58.0
review,9,0.26094282070795694,2.6384218538248976,1,0.6422018348623854,0.01,0.9642857142857143,0.46551724137931033,0.627906976744186,0.8843283582089553,0.35555555555555557,0.11940298507462686,0.004761904761904762,28.0,58.0
review,10,0.28889458576838173,2.6000512719154356,10,0.6888888888888889,0.01,0.96875,0.5344827586206896,0.6888888888888889,0.8992537313432836,0.4444444444444444,0.11194029850746269,0.004761904761904762,32.0,58.0
review,11,0.3182012359301249,2.574537272525556,11,0.7032967032967034,0.01,0.9696969696969697,0.5517241379310345,0.7032967032967034,0.9029850746268657,0.4666666666666667,0.10820895522388059,0.004761904761904762,33.0,58.0
review,12,0.3463352839152018,2.539792082044813,12,0.717391304347826,0.01,0.9705882352941176,0.5689655172413793,0.717391304347826,0.9104477611940298,0.5111111111111111,0.10074626865671642,0.004761904761904762,34.0,58.0
review,13,0.37232321898142495,2.491701542414152,12,0.717391304347826,0.01,0.9705882352941176,0.5689655172413793,0.717391304347826,0.9067164179104478,0.4888888888888889,0.10820895522388059,0.004761904761904762,34.0,58.0
review,14,0.4007701675097148,2.4618738861311047,14,0.7311827956989247,0.01,0.9714285714285714,0.5862068965517241,0.7311827956989247,0.9029850746268657,0.4888888888888889,0.11194029850746269,0.004761904761904762,35.0,58.0
review,15,0.4294726014137268,2.4336780746777853,14,0.7311827956989247,0.01,0.9714285714285714,0.5862068965517241,0.7311827956989247,0.9029850746268657,0.4888888888888889,0.11567164179104478,0.004761904761904762,35.0,58.0
review,16,0.456705900033315,2.3977059751749037,16,0.7835051546391754,0.01,0.9743589743589743,0.6551724137931034,0.7835051546391754,0.9104477611940298,0.5555555555555556,0.10820895522388059,0.004761904761904762,39.0,58.0
